selling_price,year,km_driven,fuel,seller_type,transmission,owners,kmpl,engine_cc,power_bhp,seats
95000,2014,50000,Petrol,Individual,Manual,2,25.4,624,37.5,4
1147000,2015,56975,Diesel,Individual,Manual,1,16,2179,140,7
120000,2008,80000,Petrol,Individual,Manual,3,19.7,796,46.3,5
180000,2010,187000,Diesel,Dealer,Manual,2,17.8,1399,68,5
325000,2013,69000,Diesel,Dealer,Manual,1,18.6,1388,67,5
550000,2015,206000,Diesel,Dealer,Manual,1,22.77,1498,98.59,5
950000,2018,27000,Diesel,Dealer,Manual,1,22.77,1498,98.59,5
500000,2014,132000,Diesel,Dealer,Manual,2,22.7,1498,89.84,5
725000,2017,75000,Diesel,Dealer,Manual,1,26.1,1498,99.23,5
500000,2015,18000,Petrol,Dealer,Manual,2,18.5,1194,94.93,5
180000,2011,218000,Diesel,Individual,Manual,1,21,1461,64.1,5
650000,2016,10000,Diesel,Individual,Manual,1,22.54,1396,88.73,5
285000,2010,80000,Diesel,Individual,Manual,1,17.8,1248,75,5
210000,2011,215000,Diesel,Individual,Manual,1,21,1461,64.1,5
200000,2012,137000,Diesel,Individual,Manual,1,17.8,1399,67,5
295000,2011,65000,Diesel,Individual,Manual,2,20.54,1598,103.6,5
160000,2007,120000,Petrol,Individual,Manual,3,17.7,1497,78,5
450000,2017,10000,Petrol,Individual,Automatic,1,23.1,998,67.04,5
385000,2016,20000,Petrol,Individual,Manual,1,20.62,1198,67,7
350000,2011,93500,Diesel,Individual,Manual,2,18.6,1388,67,5
2711000,2017,9000,Diesel,Dealer,Automatic,1,13.6,1999,177,5
5150000,2019,20000,Petrol,Dealer,Automatic,1,22.37,2487,214.56,5
3200000,2017,45000,Diesel,Dealer,Automatic,1,19.33,1999,177,5
503000,2015,110000,Diesel,Individual,Manual,1,14.1,2179,147.94,7
3800000,2019,20000,Diesel,Individual,Automatic,1,18,1969,190,5
2000000,2016,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494,157.7,5
225000,2013,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998,67.05,5
740000,2018,38817,Diesel,Dealer,Manual,1,27.39,1248,74,5
550000,2016,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199,88.7,5
750000,2013,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494,100.6,7
650000,2019,5621,Petrol,Trustmark Dealer,Automatic,1,22,1197,81.8,5
625000,2017,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496,88.73,5
600000,2018,69779,Petrol,Dealer,Automatic,1,22,1197,81.8,5
450000,2017,56290,Diesel,Dealer,Manual,1,24,1186,73.97,5
5400000,2019,7500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
5500000,2019,8500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
779000,2019,7032,Petrol,Trustmark Dealer,Automatic,1,19,1199,88.76,5
645000,2016,11000,Petrol,Dealer,Automatic,1,14.3,1598,103.5,5
2475000,2018,2000,Diesel,Dealer,Automatic,1,16.8,1984,150,5
2711000,2017,9000,Diesel,Dealer,Automatic,1,13.6,1999,177,5
5150000,2019,20000,Petrol,Dealer,Automatic,1,22.37,2487,214.56,5
3200000,2017,45000,Diesel,Dealer,Automatic,1,19.33,1999,177,5
503000,2015,110000,Diesel,Individual,Manual,1,14.1,2179,147.94,7
3800000,2019,20000,Diesel,Individual,Automatic,1,18,1969,190,5
2000000,2016,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494,157.7,5
225000,2013,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998,67.05,5
740000,2018,38817,Diesel,Dealer,Manual,1,27.39,1248,74,5
550000,2016,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199,88.7,5
750000,2013,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494,100.6,7
650000,2019,5621,Petrol,Trustmark Dealer,Automatic,1,22,1197,81.8,5
625000,2017,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496,88.73,5
600000,2018,69779,Petrol,Dealer,Automatic,1,22,1197,81.8,5
450000,2017,56290,Diesel,Dealer,Manual,1,24,1186,73.97,5
5400000,2019,7500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
5500000,2019,8500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
779000,2019,7032,Petrol,Trustmark Dealer,Automatic,1,19,1199,88.76,5
645000,2016,11000,Petrol,Dealer,Automatic,1,14.3,1598,103.5,5
2475000,2018,2000,Diesel,Dealer,Automatic,1,16.8,1984,150,5
558000,2019,70000,Diesel,Individual,Manual,1,28.4,1248,74.02,5
165000,2010,56000,Petrol,Individual,Manual,3,17.92,1086,62.1,5
300000,2012,80000,Diesel,Individual,Manual,2,21.9,1396,88.76,5
500000,2019,5000,Petrol,Individual,Manual,1,20.3,1086,68,5
900000,2012,100000,Diesel,Individual,Manual,1,15.1,2179,140,7
830000,2008,60000,Diesel,Individual,Automatic,3,11,2993,235,5
640000,2014,65000,Diesel,Individual,Manual,2,21.14,1498,103.52,5
900000,2015,70000,Diesel,Individual,Manual,3,15.4,2179,120,7
450000,2013,60000,Diesel,Individual,Manual,1,18.2,1248,73.8,7
825000,2018,82000,Diesel,Individual,Manual,1,28.09,1248,88.5,5
500000,2013,80000,Diesel,Individual,Manual,2,13.7,2179,138.1,7
325000,2017,5000,Petrol,Individual,Manual,2,18.15,1198,82,6
450000,2014,133000,Diesel,Individual,Manual,1,19.01,1461,108.45,5
675000,2017,25000,Petrol,Individual,Manual,2,17.5,1199,88.7,5
415000,2017,15000,Petrol,Individual,Manual,1,17.57,1193,88.7,5
1100000,2017,40000,Diesel,Individual,Manual,1,21.38,1396,88.7,5
500000,2016,35000,Petrol,Individual,Manual,1,17,1198,73.75,5
509999,2014,70000,Diesel,Individual,Manual,2,15.96,2523,62.1,7
200000,2007,152000,Diesel,Individual,Manual,4,10.5,2609,120,9
60000,2007,100000,Petrol,Individual,Manual,2,16.1,796,37,4
500000,2013,80000,Diesel,Individual,Manual,2,22.32,1582,126.3,5
45000,2009,100000,Diesel,Individual,Manual,2,17.2,1396,53.5,5
270000,2017,50000,Petrol,Individual,Manual,1,25.17,799,53.3,5
550000,2017,40000,Petrol,Individual,Manual,1,17.19,1197,81.86,5
235000,2016,60000,Petrol,Individual,Manual,1,23.01,999,67,5
600000,2018,40000,Petrol,Individual,Manual,1,18.6,1197,81.83,5
525000,2015,60000,Diesel,Individual,Manual,1,27.3,1498,98.6,5
325000,2012,90000,Diesel,Individual,Manual,1,22.9,1248,74,5
420000,2014,90000,Diesel,Individual,Manual,1,23.4,1248,74,5
229999,2014,60000,Petrol,Individual,Manual,2,20.92,998,67.1,5
375000,2013,80000,Diesel,Individual,Manual,4,23.4,1248,74,5
750000,2012,120000,Diesel,Individual,Manual,1,12.05,2179,120,8
400000,2018,40000,Petrol,Individual,Manual,1,23.84,1199,84,5
600000,2013,91000,Diesel,Individual,Manual,1,15.1,2179,140,7
110000,2008,80000,Petrol,Individual,Manual,3,17.8,1086,63,5
45000,2007,73257,Petrol,Individual,Manual,1,16.1,796,37,4
500000,2020,15000,Petrol,Individual,Manual,1,23.84,1199,83.83,5
250000,2007,110000,Diesel,Individual,Manual,2,18.1,1493,110,5
950000,2018,40000,Diesel,Individual,Manual,1,21.13,1498,108.6,5
375000,2013,212000,Diesel,Individual,Manual,1,21.64,1461,84.8,5
780000,2018,30000,Diesel,Individual,Manual,1,28.4,1248,74.02,5
575000,2018,30000,Petrol,Individual,Manual,1,20.3,1086,68,5
563000,2017,30000,Petrol,Individual,Manual,2,18.6,1197,81.83,5
450000,2017,15000,Petrol,Individual,Manual,1,23.84,1199,84,5
2300000,2020,1000,Diesel,Individual,Automatic,1,13.68,2393,147.51,7
80000,1999,26320,Petrol,Individual,Manual,1,16.1,796,37,4
320000,2010,135000,Diesel,Individual,Manual,2,23,1396,90,5
375000,2008,100000,Petrol,Individual,Manual,3,13.5,1799,130,5
400000,2017,120000,Petrol,Individual,Manual,1,15.37,1196,73,5
600000,2011,230000,Diesel,Individual,Manual,1,14,2498,112,7
315000,2016,60000,Petrol,Individual,Manual,2,23.01,999,67,5
1100000,2012,80000,Diesel,Individual,Automatic,2,16.07,1995,181,5
350000,2010,190000,Diesel,Individual,Manual,2,19.3,1248,73.9,5
375000,2016,120000,Petrol,Individual,Manual,1,15.37,1196,73,5
1050000,2013,217000,Diesel,Individual,Manual,2,12.99,2494,100.6,8
350000,2015,29000,Petrol,Individual,Manual,1,23.1,998,67.04,5
120000,2010,120000,Petrol,Individual,Manual,3,18.9,1061,67,5
819999,2015,90000,Diesel,Individual,Manual,1,16,2179,140,7
700000,2018,30000,Petrol,Individual,Manual,1,18.6,1197,81.83,5
451999,2018,30000,Petrol,Individual,Automatic,2,23.1,998,67.04,5
500000,2016,56000,Petrol,Individual,Manual,3,18.9,1197,82,5
1250000,2015,90000,Diesel,Individual,Manual,1,12.99,2494,100.6,8
500000,2015,120000,Diesel,Individual,Manual,1,18.49,1493,100,7
490000,2015,60000,Diesel,Individual,Manual,1,25.2,1248,74,5
200000,2008,147000,Diesel,Individual,Manual,2,19.3,1248,73.9,5
240000,2012,35000,Petrol,Individual,Manual,1,18.9,998,67.1,5
655000,2018,19500,Petrol,Individual,Manual,1,18.6,1197,81.83,5
620000,2018,38426,Petrol,Individual,Manual,1,17.19,1197,81.86,5
450000,2015,35000,Petrol,Individual,Manual,2,20.4,1197,83.11,5
310000,2014,35000,Petrol,Individual,Manual,2,20.51,998,67.04,5
150000,2007,50000,Petrol,Individual,Manual,3,19.7,796,46.3,5
180000,2012,120000,Diesel,Individual,Manual,1,25.44,936,57.6,5
150000,2011,120000,Diesel,Individual,Manual,1,19.4,1405,70,5
160000,2011,112000,Diesel,Individual,Manual,2,20,1399,68,5
600000,2013,70000,Diesel,Individual,Manual,3,14,2523,75,8
380000,2012,145000,Diesel,Individual,Manual,1,20.5,1598,103.5,5
120000,2007,135000,Diesel,Individual,Manual,1,17,1405,70,5
350000,2011,500000,Diesel,Individual,Manual,2,12.99,2494,100.57,7
135000,2012,146000,Diesel,Individual,Manual,1,19.61,1405,70,5
610000,2018,10000,Petrol,Individual,Manual,1,18.9,1197,81.86,5
260000,2020,50000,Diesel,Individual,Manual,1,20.14,1498,88.5,5
500000,2017,25000,Petrol,Individual,Manual,1,20.14,1197,81.86,5
220000,2016,20000,Petrol,Individual,Manual,1,23.01,999,67,5
121000,2006,70000,Petrol,Individual,Manual,2,13.5,1799,130,5
350000,2017,50000,Diesel,Individual,Manual,1,25,1396,69.01,5
2200000,2018,25000,Diesel,Individual,Automatic,2,15.17,1968,181,5
280000,2011,100000,Diesel,Individual,Manual,2,23,1396,90,5
919999,2020,20000,Petrol,Individual,Manual,1,17,1198,108.5,5
320000,2011,155000,Diesel,Individual,Manual,1,23,1396,90,5
140000,2012,70000,Diesel,Individual,Manual,4,20,1399,68,5
310000,2012,25000,Diesel,Individual,Manual,2,21.5,1248,88.8,5
65000,2006,120000,Petrol,Individual,Manual,2,16.1,796,37,4
300000,2013,90000,Diesel,Individual,Manual,1,18.2,1248,73.8,7
2711000,2017,9000,Diesel,Dealer,Automatic,1,13.6,1999,177,5
5150000,2019,20000,Petrol,Dealer,Automatic,1,22.37,2487,214.56,5
3200000,2017,45000,Diesel,Dealer,Automatic,1,19.33,1999,177,5
503000,2015,110000,Diesel,Individual,Manual,1,14.1,2179,147.94,7
3800000,2019,20000,Diesel,Individual,Automatic,1,18,1969,190,5
2000000,2016,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494,157.7,5
225000,2013,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998,67.05,5
740000,2018,38817,Diesel,Dealer,Manual,1,27.39,1248,74,5
550000,2016,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199,88.7,5
750000,2013,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494,100.6,7
650000,2019,5621,Petrol,Trustmark Dealer,Automatic,1,22,1197,81.8,5
625000,2017,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496,88.73,5
600000,2018,69779,Petrol,Dealer,Automatic,1,22,1197,81.8,5
450000,2017,56290,Diesel,Dealer,Manual,1,24,1186,73.97,5
5400000,2019,7500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
5500000,2019,8500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
779000,2019,7032,Petrol,Trustmark Dealer,Automatic,1,19,1199,88.76,5
645000,2016,11000,Petrol,Dealer,Automatic,1,14.3,1598,103.5,5
2475000,2018,2000,Diesel,Dealer,Automatic,1,16.8,1984,150,5
575000,2011,110000,Diesel,Individual,Manual,2,15.1,2179,140,7
440000,2014,110000,Diesel,Individual,Manual,2,13.49,2179,138.03,5
380000,2012,100000,Diesel,Individual,Manual,2,22.9,1248,74,5
140000,2010,116700,Petrol,Individual,Manual,4,15,1368,90,5
475000,2015,25000,Diesel,Individual,Manual,1,22.95,1248,74,5
200000,2011,200000,Diesel,Individual,Manual,3,13,2489,95,8
400000,2010,176062,Diesel,Individual,Manual,1,17.8,1248,75,5
425000,2008,250000,Diesel,Individual,Manual,3,12.8,2494,102,8
509999,2015,82000,Diesel,Individual,Manual,1,25.8,1498,98.6,5
275000,2010,80000,Petrol,Individual,Manual,1,19.81,1086,68.05,5
650000,2017,40000,Diesel,Individual,Manual,2,18.2,1248,73.74,7
1850000,2019,14000,Diesel,Individual,Manual,1,17.1,1956,170,5
650000,2014,129000,Diesel,Individual,Manual,1,19.72,1461,108.45,5
360000,2016,60000,Diesel,Individual,Manual,2,20.5,1248,91.7,5
650000,2018,82000,Diesel,Individual,Automatic,1,21.73,1498,108.62,5
2000000,2013,77500,Diesel,Individual,Automatic,3,12.7,2179,187.7,5
675000,2017,50000,Diesel,Individual,Manual,2,18.2,1248,73.74,7
50000,2006,40000,Petrol,Individual,Manual,3,16.1,796,37,4
445000,2017,39500,Petrol,Individual,Manual,1,20.52,1197,81.8,5
750000,2018,40000,Diesel,Individual,Manual,1,22.54,1396,88.76,5
425000,2012,56000,Diesel,Individual,Manual,2,22.9,1248,74,5
850000,2017,54000,Diesel,Individual,Manual,1,22.54,1396,88.73,5
400000,2016,20000,Petrol,Individual,Manual,2,20.51,998,67.04,5
200000,2014,55896,Diesel,Individual,Manual,2,25,1396,69,5
550000,2016,35000,Diesel,Individual,Manual,1,25.8,1498,98.6,5
250000,2012,97000,Petrol,Individual,Manual,2,19.4,1198,86.8,5
206000,2014,120000,Petrol,Individual,Manual,2,22.74,796,47.3,5
290000,2014,50000,Petrol,Individual,Manual,1,21.1,814,55.2,5
45000,2010,30400,Petrol,Individual,Manual,4,26,624,35,4
1200000,2019,15000,Diesel,Individual,Manual,1,20,1497,115,5
220000,2012,110000,Diesel,Individual,Manual,3,21.64,1461,84.8,5
515000,2008,120000,Diesel,Individual,Automatic,2,14.84,2143,170,5
170000,2010,100000,Petrol,Individual,Manual,1,19.7,796,46.3,5
260000,2010,120000,Diesel,Individual,Manual,2,17.8,1248,75,5
315000,2012,130000,Diesel,Individual,Manual,2,20.54,1598,103.6,5
225000,2011,76000,Petrol,Individual,Manual,2,20.92,998,67.1,5
420000,2012,110000,Diesel,Individual,Manual,3,19.33,1968,138.1,5
525000,2011,96000,Diesel,Individual,Manual,1,12.05,2179,120,8
670000,2018,90000,Diesel,Individual,Automatic,1,28.4,1248,74,5
220000,2012,110000,Diesel,Individual,Manual,3,21.64,1461,84.8,5
250000,2013,25000,Diesel,Individual,Manual,1,20,1399,68.1,5
229999,2009,90000,Diesel,Individual,Manual,2,19.3,1248,73.9,5
229999,2009,164000,Diesel,Individual,Manual,2,19.3,1248,73.9,5
300000,2013,120000,Petrol,Individual,Manual,2,18,1198,86.7,5
165000,2010,66000,Petrol,Individual,Manual,2,19,998,66.1,5
295000,2010,250000,Diesel,Individual,Manual,1,13.93,2179,138,7
360000,2011,157000,Diesel,Individual,Manual,2,22.32,1582,126.3,5
380000,2011,157000,Diesel,Individual,Manual,2,22.32,1582,126.3,5
300000,2017,35000,Petrol,Individual,Manual,1,23.01,999,67,5
320000,2008,100000,Diesel,Individual,Manual,2,12.7,2609,116.6,9
325000,2016,70000,Petrol,Individual,Manual,2,19.44,1198,67,7
160000,2010,30000,Diesel,Individual,Manual,2,21.12,1248,88.8,5
630000,2018,40000,Diesel,Individual,Manual,1,16.5,1493,70,7
600000,2020,5000,Petrol,Individual,Manual,1,21.21,1197,81.8,5
229999,2014,30000,Petrol,Individual,Manual,2,22.74,796,47.3,5
440000,2014,70000,Diesel,Individual,Manual,2,22.9,1248,74,5
90000,2007,60000,Petrol,Individual,Manual,2,18,995,62,5
750000,2017,60000,Diesel,Individual,Manual,1,28.09,1248,88.5,5
330000,2012,80000,Petrol,Individual,Manual,2,16.8,1497,116.3,5
715000,2016,70000,Diesel,Individual,Manual,2,28.09,1248,88.5,5
250000,2013,150000,Diesel,Individual,Manual,2,20.86,1199,75,5
120000,2007,150000,Petrol,Individual,Manual,2,18.2,1061,64,5
100000,2004,25000,Petrol,Individual,Manual,3,14.2,1597,92,5
850000,2017,35000,Diesel,Individual,Automatic,2,21.72,1498,108.6,5
450000,2018,48000,Diesel,Individual,Manual,1,25.4,1186,73.97,5
240000,2012,200000,Diesel,Individual,Manual,1,22.07,1199,73.9,5
600000,2015,135000,Diesel,Individual,Manual,1,26.59,1248,74,5
280000,2016,110000,Diesel,Individual,Manual,2,18.2,1248,73.74,7
465000,2012,146000,Diesel,Individual,Manual,2,22.32,1582,126.32,5
350000,2018,44000,Petrol,Individual,Manual,1,24.7,796,47.3,5
325000,2013,70000,Petrol,Individual,Manual,1,20.36,1197,78.9,5
50000,2004,271000,Diesel,Individual,Manual,1,16.8,1405,62,5
110000,2006,120000,Petrol,Individual,Manual,3,19.7,796,46.3,5
220000,2013,80000,Diesel,Individual,Manual,1,23.03,1396,69,5
515000,2015,60000,Diesel,Individual,Manual,1,15.96,2523,62.1,7
750000,2018,40000,Petrol,Individual,Manual,1,20.73,1373,91.1,5
350000,2018,25000,Petrol,Individual,Manual,1,21.1,814,55.2,5
488999,2019,15000,Petrol,Individual,Manual,1,18.9,1197,81.86,5
300000,2017,27000,Petrol,Individual,Manual,1,24.7,796,47.3,5
650000,2017,35000,Diesel,Individual,Manual,2,27.39,1248,74,5
250000,2014,40000,Petrol,Individual,Manual,1,19,998,66.1,5
200000,2014,40000,Petrol,Individual,Manual,3,22.74,796,47.3,5
950000,2015,75262,Diesel,Individual,Manual,1,15.4,2179,120,7
200000,2012,120000,Diesel,Individual,Manual,1,23.03,1396,69,5
276000,2016,60000,Petrol,Individual,Manual,1,20.3,998,68.05,5
250000,2014,40000,Petrol,Individual,Manual,1,21.1,814,55.2,5
95000,2008,80000,Petrol,Individual,Manual,2,19.7,796,46.3,5
200000,2011,70000,Diesel,Individual,Manual,2,23.57,1396,70,5
450000,2012,100000,Diesel,Individual,Manual,2,22.32,1582,126.32,5
900000,2013,18000,Diesel,Individual,Manual,1,15.1,2179,140,7
200000,2010,175000,Diesel,Individual,Manual,1,19.09,1396,69,5
200000,2010,70000,Petrol,Individual,Manual,2,20.36,1197,78.9,5
370000,2011,91863,Diesel,Individual,Manual,2,15.96,2523,62.1,7
250000,2008,100000,Petrol,Individual,Manual,1,15.2,1193,65,5
290000,2016,10000,Petrol,Individual,Manual,1,25.17,799,53.3,5
900000,2018,35000,Diesel,Individual,Manual,1,24.52,1248,88.5,7
325000,2013,120000,Diesel,Individual,Manual,2,20,1399,68.1,5
425000,2016,30000,Petrol,Individual,Manual,1,18.9,1197,82,5
315000,2016,60000,Petrol,Individual,Manual,1,25.17,799,53.3,5
300000,2014,70000,Petrol,Individual,Manual,1,23.95,998,67.05,5
325000,2013,70000,Petrol,Individual,Manual,2,20.36,1197,78.9,5
900000,2016,130000,Diesel,Individual,Manual,1,21.38,1396,88.7,5
950000,2016,133000,Diesel,Individual,Manual,1,21.38,1396,88.7,5
320000,2010,120000,Diesel,Individual,Manual,3,20.54,1598,103.6,5
500000,2019,20000,Petrol,Individual,Manual,1,19.44,999,75,5
290000,2012,25000,Petrol,Individual,Manual,1,15.6,1196,70,5
60000,2012,90000,Petrol,Individual,Manual,1,25.4,624,37.48,4
120000,2009,140000,Petrol,Individual,Manual,3,19,998,66.1,5
850000,2017,103000,Diesel,Dealer,Manual,1,25.6,1498,97.9,5
1750000,2017,23000,Diesel,Dealer,Manual,1,13.68,2393,147.8,7
600000,2015,128000,Diesel,Dealer,Manual,1,26,1498,98.6,5
620000,2015,33000,Diesel,Individual,Manual,1,20.14,1498,88.8,5
150000,2009,70000,Petrol,Individual,Manual,2,19.7,796,46.3,5
135000,2008,40000,Petrol,Individual,Manual,4,12.85,1396,99.6,5
200000,2011,80000,Diesel,Individual,Manual,1,17,1405,71,5
730000,2015,70000,Diesel,Individual,Manual,1,26.21,1248,88.5,5
800000,2013,100000,Diesel,Individual,Manual,1,12.99,2494,100.6,8
300000,2009,90000,Diesel,Individual,Manual,2,14,2498,112,8
190000,2012,112000,Diesel,Individual,Manual,2,20,1399,68,5
350000,2011,50000,Petrol,Individual,Manual,1,15.5,1799,132,5
509999,2015,62000,Diesel,Individual,Manual,2,24.4,1120,71,5
400000,2012,90000,Diesel,Individual,Manual,1,20.77,1248,88.76,7
800000,2013,80000,Diesel,Individual,Manual,1,12.99,2494,100,7
250000,2013,50000,Diesel,Individual,Manual,1,21.02,1248,88.8,5
930000,2016,47552,Diesel,Individual,Manual,2,19.67,1582,126.2,5
720000,2016,40000,Diesel,Individual,Manual,2,24.3,1248,88.5,5
225000,2011,15000,Petrol,Individual,Manual,1,15.6,1196,70,5
950000,2019,20000,Diesel,Individual,Manual,1,23,1498,98.96,5
530000,2018,52000,Petrol,Individual,Manual,1,17.19,1197,81.86,5
470000,2016,70000,Petrol,Individual,Manual,1,18.6,1197,81.83,5
650000,2017,110000,Diesel,Individual,Manual,1,15.96,2523,63,9
540000,2014,77500,Diesel,Individual,Manual,2,14,2179,138.1,7
459999,2015,100000,Diesel,Individual,Manual,2,25.2,1248,74,5
325000,2019,14700,Petrol,Individual,Manual,1,25.17,799,53.3,5
240000,2016,40000,Petrol,Individual,Manual,1,16.8,796,34.2,5
400000,2017,32000,Petrol,Individual,Manual,2,18.15,1198,82,6
70000,2004,70000,Petrol,Individual,Manual,2,19.7,796,46.3,5
250000,2009,80000,Petrol,Individual,Manual,1,17.5,1298,85.8,5
910000,2014,80000,Diesel,Individual,Manual,2,12.99,2494,100.6,8
720000,2018,25000,Diesel,Individual,Manual,1,28.4,1248,74.02,5
590000,2015,50000,Diesel,Individual,Manual,1,26.59,1248,74,5
434000,2015,120000,Diesel,Individual,Manual,1,13.58,2499,72.4,10
145000,2006,170000,Diesel,Individual,Manual,1,13.6,2523,63,7
445000,2018,19700,Petrol,Individual,Manual,1,18.15,1198,82,5
372000,2018,50000,Diesel,Individual,Manual,4,25.83,1498,99,5
65000,2005,90000,Petrol,Individual,Manual,2,18.9,998,67.1,5
300000,2015,140000,Diesel,Individual,Manual,1,20,1399,68.05,5
125000,2003,120000,Diesel,Individual,Manual,3,12.7,2609,116.6,8
520000,2017,40000,Petrol,Individual,Manual,1,20.3,1199,84,5
190000,2014,70000,Petrol,Individual,Manual,3,22.74,796,47.3,5
310000,2018,7000,Petrol,Individual,Manual,1,22.5,999,67,5
750000,2012,90000,Diesel,Individual,Manual,1,12.8,2494,102,8
750000,2016,110000,Diesel,Individual,Automatic,1,18.49,1493,100,7
350000,2019,15000,Petrol,Individual,Manual,1,23.95,998,67.05,5
360000,2020,5000,Petrol,Individual,Manual,1,22.05,796,47.3,5
285000,2017,5000,Petrol,Individual,Manual,1,25.17,799,53.3,5
160000,2013,70000,Petrol,Individual,Manual,2,22.74,796,47.3,5
229999,2015,60000,Petrol,Individual,Manual,2,19.44,1198,67,7
85000,2007,120000,Petrol,Individual,Manual,3,19.7,796,46.3,5
300000,2018,7000,Petrol,Individual,Manual,1,22.5,999,67,5
675000,2014,120000,Diesel,Individual,Manual,1,12.05,2179,120,7
700000,2014,145241,Diesel,Individual,Manual,1,12.05,2179,120,7
400000,2008,110000,Diesel,Individual,Manual,1,12.7,2609,116.6,8
254999,2016,30000,Petrol,Individual,Manual,3,25.17,799,53.3,5
1050000,2015,80000,Diesel,Individual,Manual,2,15.4,2179,120,7
390000,2013,100000,Diesel,Individual,Manual,1,23.4,1248,74,5
450000,2015,80000,Diesel,Individual,Manual,1,23.59,1364,67.04,5
1630000,2016,40000,Diesel,Individual,Automatic,2,11.36,2755,171.5,7
725000,2017,50000,Diesel,Individual,Manual,1,24.3,1248,88.5,5
466000,2013,95500,Diesel,Individual,Manual,2,14,2179,138.1,7
370000,2017,40000,Petrol,Individual,Manual,2,18.16,1196,86.8,5
150000,2007,70000,Petrol,Individual,Manual,3,18.2,1061,64,5
483000,2017,15000,Petrol,Individual,Manual,1,23.1,998,67.04,5
470000,2016,10000,Petrol,Individual,Manual,1,18.9,1197,82,5
950000,2018,25000,Diesel,Individual,Manual,1,24.3,1248,88.5,5
450000,2013,50000,Petrol,Individual,Manual,3,17.01,1591,121.3,5
345000,2011,70000,Petrol,Individual,Manual,1,17.6,1496,88.7,5
300000,2009,60000,Petrol,Individual,Manual,1,19,998,66.1,5
160000,2007,74800,Petrol,Individual,Manual,2,18.2,998,67.1,5
120000,2004,80000,Petrol,Individual,Manual,2,16.1,796,37,4
500000,2020,40000,Petrol,Individual,Manual,1,17.57,1193,88.7,5
1350000,2018,40000,Diesel,Individual,Manual,1,16,2179,138,7
455000,2017,50000,Diesel,Individual,Manual,1,24,1186,73.97,5
165000,2013,45000,Petrol,Individual,Manual,2,21.1,814,55.2,5
470000,2016,23700,Petrol,Individual,Manual,1,20.4,1197,81.8,5
470000,2016,23700,Petrol,Individual,Manual,1,20.4,1197,81.8,5
1520000,2019,10000,Petrol,Individual,Manual,1,16,1368,160,5
229999,2014,53473,Petrol,Individual,Manual,1,23.95,998,67.05,5
250000,2011,100000,Diesel,Individual,Manual,2,15.96,2523,63,9
1350000,2016,25000,Diesel,Individual,Manual,1,16,2179,140,7
220000,2013,80000,Petrol,Individual,Manual,1,17.92,1086,62.1,5
360000,2015,120000,Diesel,Individual,Manual,1,24.4,1120,71,5
350000,2018,40000,Petrol,Individual,Manual,1,23.95,998,67.05,5
500000,2012,70000,Diesel,Individual,Manual,1,22.32,1582,126.32,5
145000,2013,90000,Diesel,Individual,Manual,3,25.44,936,57.6,5
300000,2014,51000,Petrol,Individual,Manual,1,18.2,1199,82.5,5
180000,2009,87000,Petrol,Individual,Manual,2,13.2,1495,94,5
530000,2013,40000,Diesel,Individual,Manual,1,23.4,1248,74,5
620000,2014,90000,Diesel,Individual,Manual,2,19.01,1461,108.45,5
360000,2015,110000,Petrol,Individual,Manual,3,16.78,1496,88.73,5
245000,2010,86000,Petrol,Individual,Manual,2,17.92,1086,62.1,5
130000,2003,80000,Petrol,Individual,Manual,3,14.2,1597,92,5
70000,1999,65000,Petrol,Individual,Manual,4,15.9,1298,85,5
70000,1999,70000,Petrol,Individual,Manual,4,15.9,1298,85,5
650000,2014,140000,Diesel,Individual,Manual,2,25.01,1498,89.75,5
610000,2019,18000,Petrol,Individual,Manual,1,21.21,1197,81.8,5
300000,2015,24000,Petrol,Individual,Manual,1,23.95,998,67.05,5
425000,2014,60000,Diesel,Individual,Manual,1,24,1120,70,5
450000,2012,150000,Diesel,Individual,Manual,3,22.32,1582,126.32,5
450000,2011,108000,Diesel,Individual,Manual,1,22.32,1582,126.3,5
340000,2011,60000,Petrol,Individual,Automatic,3,16.95,1197,78.9,5
650000,2013,90000,Diesel,Individual,Manual,1,20.77,1248,88.76,7
160000,2009,70000,Diesel,Individual,Manual,1,19.09,1396,69,5
